BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,STREET_NAME,FORMATTED_ADDRESS
Brokered by Ideal Marketing,House for sale,"35,577,940",3,3,"2,883.63","Piliyandala, Colombo",Colombo,Piliyandala,Colombo,Piliyandala,,"Piliyandala, Colombo"
Brokered by SEV Real Estate,House for sale,"97,119,381",4,4,"4,448.21","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by Wasana Homes and Lands,House for sale,"85,743,930",5,4,"4,637.90","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by AA Real Estate Agents,House for sale,"79,091,750",3,4,"2,398.04","Dehiwala, Colombo",Colombo,Dehiwala,Colombo,Dehiwala,,"Dehiwala, Colombo"
Brokered by S Thedas Property,House for sale,"14,304,147",3,3,"1,024.16","Wellampitiya, Colombo",Colombo,Wellampitiya,Colombo,Wellampitiya,,"Wellampitiya, Colombo"
Brokered by Priyankara Kavirathna,House for sale,"44,299,586",5,3,"3,757.61","Kesbewa, Colombo",Colombo,Kesbewa,Colombo,Kesbewa,,"Kesbewa, Colombo"
Brokered by Sasiri Land Sale,House for sale,"327,461,360",10,8,"9,019.70","Battaramulla, Colombo",Colombo,Battaramulla,Colombo,Battaramulla,,"Battaramulla, Colombo"
Brokered by Priyankara Kavirathna,House for sale,"159,813,336",4,5,"4,010.92","Nawala, Colombo",Colombo,Nawala,Colombo,Nawala,,"Nawala, Colombo"
Brokered by S Threads Property,House for sale,"74,341,374",5,5,"3,643.68","Dehiwala, Colombo",Colombo,Dehiwala,Colombo,Dehiwala,,"Dehiwala, Colombo"
Brokered by Property Management Company,House for sale,"21,152,224",2,3,"1,140.58","Homagama, Colombo",Colombo,Homagama,Colombo,Homagama,,"Homagama, Colombo"
Brokered by Sooriya Land Sale,House for sale,"104,126,348",5,5,"2,320.02","Colombo 6, Colombo",Colombo,Colombo 6,Colombo,Colombo 6,,"Colombo 6, Colombo"
Brokered by Real Mart,House for sale,"70,110,331",3,3,"2,829.65","Pitakotte, Colombo",Colombo,Pitakotte,Colombo,Pitakotte,,"Pitakotte, Colombo"
Brrokered by Priyankara Kavirathna,House for sale,"18,841,283",3,2,"1,095.95","Mount Lavinia, Colombo",Colombo,Mount Lavinia,Colombo,Mount Lavinia,,"Mount Lavinia, Colombo"
Brokered by Sooriya Land Sale,House for sale,"7,777,000",2,1,896,"Wellampitiya, Colombo",Colombo,Wellampitiya,Colombo,Wellampitiya,,"Wellampitiya, Colombo"
Brokered by S Thedas Property,House for sale,"56,663,173",5,5,"3,445.58","Kothalawala, Colombo",Colombo,Kothalawala,Colombo,Kothalawala,,"Kothalawala, Colombo"
Brokered by Dream Consultant,House for sale,"141,899,540",4,4,"4,185.66","Colombo 6, Colombo",Colombo,Colombo 6,Colombo,Colombo 6,,"Colombo 6, Colombo"
Brokered by Sasiri Land sale,House for sale,"231,750,969",10,8,"9,019.70","Battaramulla, Colombo",Colombo,Battaramulla,Colombo,Battaramulla,,"Battaramulla, Colombo"
Brokered by Citadel Trading ,House for sale,"68,982,995",4,4,"1,536.99","Bambalapitiya , Colombo",Colombo,Bambalapitiya ,Colombo,Bambalapitiya ,,"Bambalapitiya , Colombo"
Brokered by The King of SL Property,House for sale,"67,594,544",4,4,"3,428.28","Kottawa, Colombo",Colombo,Kottawa,Colombo,Kottawa,,"Kottawa, Colombo"
Brokered by GoldMark Property Consultancy,House for sale,"7,777,000",1,1,896,"Athurugiriya, Colombo",Colombo,Athurugiriya,Colombo,Athurugiriya,,"Athurugiriya, Colombo"
Brokered by PK Property Solutions,House for sale,"61,675,339",5,3,"3,904.93","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by Property Management Company,House for sale,"119,643,171",5,4,"4,632.66","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by DJ Luxury Realty,House for sale,"44,714,005",3,3,"2,318.46","Kolonnawa, Colombo",Colombo,Kolonnawa,Colombo,Kolonnawa,,"Kolonnawa, Colombo"
Brokered by Propertydeal.lk,House for sale,"50,419,806",4,4,"2,441.91","Battaramulla, Colombo",Colombo,Battaramulla,Colombo,Battaramulla,,"Battaramulla, Colombo"
Brokered by Property Solutions,House for sale,"72,231,135",4,3,"3,028.33","Kottawa, Colombo",Colombo,Kottawa,Colombo,Kottawa,,"Kottawa, Colombo"
Brokered by AA Real Estate Agents,House for sale,"105,383,289",5,4,"3,931.30","Rathmalana, Colombo",Colombo,Rathmalana,Colombo,Rathmalana,,"Rathmalana, Colombo"
Brokered by Dream Homes Real Estate Property,House for sale,"167,183,563",4,4,"3,724.98","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by Property Solutions,House for sale,"10,363,844",2,1,"1,270.03","Padukka, Colombo",Colombo,Padukka,Colombo,Padukka,,"Padukka, Colombo"
Brokered by Mohammed Rizmi,House for sale,"24,710,956",4,3,"2,253.04","Colombo 8, Colombo",Colombo,Colombo 8,Colombo,Colombo 8,,"Colombo 8, Colombo"
Brokered by Platinum Property & Construction,House for sale,"92,266,166",6,5,"5,113.10","Moratuwa, Colombo",Colombo,Moratuwa,Colombo,Moratuwa,,"Moratuwa, Colombo"
Brokered by Ideal Marketing,House for sale,"25,436,771",4,3,"2,665.24","Colombo 8, Colombo",Colombo,Colombo 8,Colombo,Colombo 8,,"Colombo 8, Colombo"
Brokered by GoldMark Property Consultancy,House for sale,"121,291,509",4,5,"4,104.88","Nawala, Colombo",Colombo,Nawala,Colombo,Nawala,,"Nawala, Colombo"
Brokered by Propertydeal.lk,House for sale,"70,614,191",4,4,"4,882.86","Pitakotte, Colombo",Colombo,Pitakotte,Colombo,Pitakotte,,"Pitakotte, Colombo"
Brokered by Neththaru Property,House for sale,"100,473,862",5,5,"4,010.28","Boralesgamuwa, Colombo",Colombo,Boralesgamuwa,Colombo,Boralesgamuwa,,"Boralesgamuwa, Colombo"
Brokered by Property Solutions,House for sale,"60,733,194",4,3,"3,071.36","Moratuwa, Colombo",Colombo,Moratuwa,Colombo,Moratuwa,,"Moratuwa, Colombo"
Brokered by Sell Fast | AD Zone,House for sale,"42,161,220",4,4,"5,166.62","Malabe, Colombo",Colombo,Malabe,Colombo,Malabe,,"Malabe, Colombo"
Brokered by GoldMark Property Consultancy,House for sale,"85,368,631",4,4,"1,902.08","Bambalapitiya , Colombo",Colombo,Bambalapitiya ,Colombo,Bambalapitiya ,,"Bambalapitiya , Colombo"
Brokered by Daraa Salam Properties,House for sale,"108,447,835",5,5,"2,416.30","Colombo 6, Colombo",Colombo,Colombo 6,Colombo,Colombo 6,,"Colombo 6, Colombo"
Brokered by Propertydeal.lk,House for sale,"48,511,164",5,4,"1,949.80","Colombo 9, Colombo",Colombo,Colombo 9,Colombo,Colombo 9,,"Colombo 9, Colombo"
Brokered by Sasiri Land sale,Villa for sale,"21,377,499",2,2,"1,075.62","Kesbewa, Colombo",Colombo,Kesbewa,Colombo,Kesbewa,,"Kesbewa, Colombo"
Brokered by Lakshan Rent House,House for sale,"25,472,285",3,2,"2,071.45","Polgasovita, Colombo",Colombo,Polgasovita,Colombo,Polgasovita,,"Polgasovita, Colombo"
Brokered by Neththaru Property,House for sale,"75,422,950",4,3,"2,973.03","Dehiwala, Colombo",Colombo,Dehiwala,Colombo,Dehiwala,,"Dehiwala, Colombo"
Brokered by GoldMark Property Consultancy,House for sale,"108,194,282",4,4,"3,880.23","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by Daraa Salam Properties,House for sale,"404,819,885",7,5,"9,019.70","Colombo 7, Colombo",Colombo,Colombo 7,Colombo,Colombo 7,,"Colombo 7, Colombo"
Brokered by Colombo Property Holdings,House for sale,"160,000,000",5,4,"4,000.00","Templers Road, Mount Lavinia",Colombo,"Templers Road, Mount Lavinia",Colombo,Mount Lavinia,Templers Road,"Templers Road, Mount Lavinia"
Brokered by Real Mart,House for sale,"33,934,954",2,1,"2,582.04","Boralesgamuwa, Colombo",Colombo,Boralesgamuwa,Colombo,Boralesgamuwa,,"Boralesgamuwa, Colombo"
Brokered by ZamZam Properties Pvt Ltd,House for sale,"32,636,550",3,2,"1,540.48","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by Property Solutions,House for sale,"17,355,652",2,2,"1,104.58","Maththegoda, Colombo",Colombo,Maththegoda,Colombo,Maththegoda,,"Maththegoda, Colombo"
Brokered by The King of SL Property,House for sale,"182,688,054",5,4,"4,070.43","Boralesgamuwa, Colombo",Colombo,Boralesgamuwa,Colombo,Boralesgamuwa,,"Boralesgamuwa, Colombo"
Brokered by Mohammed Rizmi,House for sale,"404,819,885",10,9,"9,019.70","Dematagoda, Colombo",Colombo,Dematagoda,Colombo,Dematagoda,,"Dematagoda, Colombo"
Brokered by S Threads Property,House for sale,"102,467,771",8,7,"7,371.65","Kohuwala, Colombo",Colombo,Kohuwala,Colombo,Kohuwala,,"Kohuwala, Colombo"
Brokered by PK Property Solutions,House for sale,"22,795,753",4,3,"1,633.03","Kesbewa, Colombo",Colombo,Kesbewa,Colombo,Kesbewa,,"Kesbewa, Colombo"
Brokered by GoldMark Property Consultancy,House for sale,"14,791,645",3,3,952.32,"Wellampitiya, Colombo",Colombo,Wellampitiya,Colombo,Wellampitiya,,"Wellampitiya, Colombo"
Brokered by Idea Property and Real Estate,House for sale,"27,076,294",3,2,"1,489.97","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by Colombo Property Holdings,House for sale,"43,982,368",5,3,"5,389.79","Awissawella, Colombo",Colombo,Awissawella,Colombo,Awissawella,,"Awissawella, Colombo"
Brokered by KP Agasthi Property,House for sale,"41,031,696",4,3,"1,721.88","Homagama, Colombo",Colombo,Homagama,Colombo,Homagama,,"Homagama, Colombo"
Brokered by Dream Consultant,House for sale,"18,499,862",4,3,"2,267.05","Piliyandala, Colombo",Colombo,Piliyandala,Colombo,Piliyandala,,"Piliyandala, Colombo"
Brokered by Neththaru Property,House for sale,"160,887,594",5,4,"4,227.99","Moratuwa, Colombo",Colombo,Moratuwa,Colombo,Moratuwa,,"Moratuwa, Colombo"
Brokered by Prime Lands,House for sale,"27,460,128",4,2,"1,628.17","Athurugiriya, Colombo",Colombo,Athurugiriya,Colombo,Athurugiriya,,"Athurugiriya, Colombo"
Brokered by Ideal Marketing,House for sale,"288,318,267",9,8,"9,019.70","Battaramulla, Colombo",Colombo,Battaramulla,Colombo,Battaramulla,,"Battaramulla, Colombo"
Brokered by Telemarketing Colombo,Villa for sale,"53,940,280",5,5,"3,660.47","Rathmalana, Colombo",Colombo,Rathmalana,Colombo,Rathmalana,,"Rathmalana, Colombo"
Brokered by ZamZam Properties Pvt Ltd,House for sale,"131,243,748",6,6,"2,924.21","Colombo 6, Colombo",Colombo,Colombo 6,Colombo,Colombo 6,,"Colombo 6, Colombo"
Brokered by Dream Homes Real Estate Property,House for sale,"236,871,407",6,5,"5,277.68","Pitakotte, Colombo",Colombo,Pitakotte,Colombo,Pitakotte,,"Pitakotte, Colombo"
No broker,House for sale,"55,000,000",5,5,"3,605.00","Pattiyawatta Road, Kothalawala",Colombo,"Pattiyawatta Road, Kothalawala",Colombo,Kothalawala,Pattiyawatta Road,"Pattiyawatta Road, Kothalawala"
Brokered by Telemarketing Colombo,House for sale,"19,480,745",2,2,"1,151.47","Homagama, Colombo",Colombo,Homagama,Colombo,Homagama,,"Homagama, Colombo"
Brokered by Dream Homes Real Estate Property,House for sale,"22,971,705",3,3,"2,248.73","Polgasovita, Colombo",Colombo,Polgasovita,Colombo,Polgasovita,,"Polgasovita, Colombo"
Brokered by Lakshan Rent House,House for sale,"32,258,650",2,2,"1,430.82","Boralesgamuwa, Colombo",Colombo,Boralesgamuwa,Colombo,Boralesgamuwa,,"Boralesgamuwa, Colombo"
Brokered by Sell Fast | AD Zone,House for sale,"13,103,250",3,2,"1,405.78","Wellampitiya, Colombo",Colombo,Wellampitiya,Colombo,Wellampitiya,,"Wellampitiya, Colombo"
Brokered by BR Property Agents Pvt Ltd,House for sale,"102,359,482",5,4,"3,733.21","Kaduwela, Colombo",Colombo,Kaduwela,Colombo,Kaduwela,,"Kaduwela, Colombo"
Brokered by Prime Lands,House for sale,"111,954,396",3,4,"3,922.78","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by Property Solutions,House for sale,"28,517,608",4,3,"2,378.59","Colombo 8, Colombo",Colombo,Colombo 8,Colombo,Colombo 8,,"Colombo 8, Colombo"
Brokered by Prime Lands,Villa for sale,"177,781,376",5,4,"3,961.11","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by S Thedas Property,House for sale,"9,030,333",2,2,"1,102.29","Padukka, Colombo",Colombo,Padukka,Colombo,Padukka,,"Padukka, Colombo"
Brokered by Wasana Homes and Lands,House for sale,"40,724,213",4,4,"2,163.68","Wellampitiya, Colombo",Colombo,Wellampitiya,Colombo,Wellampitiya,,"Wellampitiya, Colombo"
Brokered by DJ Luxury Realty,House for sale,"30,228,520",3,2,"1,989.29","Kesbewa, Colombo",Colombo,Kesbewa,Colombo,Kesbewa,,"Kesbewa, Colombo"
Brokered by PEO Lands Real Estate,House for sale,"121,303,905",5,4,"4,000.44","Pitakotte, Colombo",Colombo,Pitakotte,Colombo,Pitakotte,,"Pitakotte, Colombo"
Brokered by The King of SL Property,House for sale,"197,678,316",4,4,"4,404.43","Colombo 7, Colombo",Colombo,Colombo 7,Colombo,Colombo 7,,"Colombo 7, Colombo"
Brokered by Sell Fast | AD Zone,House for sale,"92,227,119",6,5,"5,708.89","Moratuwa, Colombo",Colombo,Moratuwa,Colombo,Moratuwa,,"Moratuwa, Colombo"
Brokered by ZamZam Properties Pvt Ltd,House for sale,"33,679,063",5,4,"2,867.54","Maharagama, Colombo",Colombo,Maharagama,Colombo,Maharagama,,"Maharagama, Colombo"
Brokered by Property Management Company,House for sale,"18,853,240",3,2,"1,278.22","Makumbura, Colombo",Colombo,Makumbura,Colombo,Makumbura,,"Makumbura, Colombo"
Brokered by Ideal Marketing,House for sale,"31,456,834",3,2,"1,596.63","Boralesgamuwa, Colombo",Colombo,Boralesgamuwa,Colombo,Boralesgamuwa,,"Boralesgamuwa, Colombo"
Brokered by Platinum Property & Construction,House for sale,"18,829,910",3,3,"1,544.87","Polgasovita, Colombo",Colombo,Polgasovita,Colombo,Polgasovita,,"Polgasovita, Colombo"
Brokered by Sithara Pavithra,House for sale,"211,234,768",5,5,"4,706.47","Pitakotte, Colombo",Colombo,Pitakotte,Colombo,Pitakotte,,"Pitakotte, Colombo"
Brokered by AA Real Estate Agents,House for sale,"149,669,159",5,4,"3,334.74","Boralesgamuwa, Colombo",Colombo,Boralesgamuwa,Colombo,Boralesgamuwa,,"Boralesgamuwa, Colombo"
Brokered by Neththaru Property,House for sale,"45,997,207",4,4,"2,409.96","Battaramulla, Colombo",Colombo,Battaramulla,Colombo,Battaramulla,,"Battaramulla, Colombo"
Brokered by Property Management Company,House for sale,"105,938,705",5,4,"4,584.05","Moratuwa, Colombo",Colombo,Moratuwa,Colombo,Moratuwa,,"Moratuwa, Colombo"
Brokered by Prime Lands,House for sale,"91,014,279",3,2,"3,268.59","Kottawa, Colombo",Colombo,Kottawa,Colombo,Kottawa,,"Kottawa, Colombo"
Brokered by Platinum Property & Construction,House for sale,"54,324,196",3,3,"1,923.75","Moratuwa, Colombo",Colombo,Moratuwa,Colombo,Moratuwa,,"Moratuwa, Colombo"
Brokered by Dream Consultant,House for sale,"11,820,708",3,1,"1,448.56","Padukka, Colombo",Colombo,Padukka,Colombo,Padukka,,"Padukka, Colombo"
Brokered by Emil Realtors Pvt Ltd,House for sale,"174,218,357",7,4,"3,881.72","Colombo 7, Colombo",Colombo,Colombo 7,Colombo,Colombo 7,,"Colombo 7, Colombo"
Brokered by Idea Property and Real Estate,House for sale,"64,939,465",4,5,"2,871.17","Rathmalana, Colombo",Colombo,Rathmalana,Colombo,Rathmalana,,"Rathmalana, Colombo"
Brokered by Property Advertising,House for sale,"291,643,719",10,8,"9,019.70","Battaramulla, Colombo",Colombo,Battaramulla,Colombo,Battaramulla,,"Battaramulla, Colombo"
Brokered by Dream Homes Real Estate Property,House for sale,"29,764,293",5,3,"2,816.91","Piliyandala, Colombo",Colombo,Piliyandala,Colombo,Piliyandala,,"Piliyandala, Colombo"
Brokered by Property Solutions,House for sale,"290,423,234",6,5,"7,980.94","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by PEO Lands Real Estate,Villa for sale,"106,286,791",4,4,"3,722.47","Kohuwala, Colombo",Colombo,Kohuwala,Colombo,Kohuwala,,"Kohuwala, Colombo"
Brokered by Asitha Properties,House for sale,"62,436,759",2,2,"3,429.79","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by DJ Luxury Realty,House for sale,"366,158,360",6,5,"9,019.70","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by KP Agasthi Property,House for sale,"21,334,326",2,2,"1,224.35","Makumbura, Colombo",Colombo,Makumbura,Colombo,Makumbura,,"Makumbura, Colombo"
Brrokered by Priyankara Kavirathna,House for sale,"53,983,268",5,3,"3,664.23","Kesbewa, Colombo",Colombo,Kesbewa,Colombo,Kesbewa,,"Kesbewa, Colombo"
Brokered by Sithara Pavithra,House for sale,"19,000,000",3,3,"1,200.00","Golden Crown - Kiriwaththuduwa , Homagama",Colombo,"Golden Crown - Kiriwaththuduwa , Homagama",Colombo,Homagama,,"Golden Crown - Kiriwaththuduwa , Homagama"
Brokered by Prime Lands,House for sale,"75,981,335",4,4,"5,342.47","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by Property Solutions,House for sale,"42,779,914",3,3,"1,797.68","Kolonnawa, Colombo",Colombo,Kolonnawa,Colombo,Kolonnawa,,"Kolonnawa, Colombo"
Brokered by Asitha Properties,House for sale,"31,618,789",4,3,"2,326.51","Pannipitiya, Colombo",Colombo,Pannipitiya,Colombo,Pannipitiya,,"Pannipitiya, Colombo"
Brokered by Asitha Properties,House for sale,"46,622,354",3,2,"2,505.79","Rathmalana, Colombo",Colombo,Rathmalana,Colombo,Rathmalana,,"Rathmalana, Colombo"
Brokered by Dilruwan Real Estate,Villa for sale,"47,394,067",4,4,"2,733.39","Battaramulla, Colombo",Colombo,Battaramulla,Colombo,Battaramulla,,"Battaramulla, Colombo"
Brokered by AP Lands And Housing Service,House for sale,"48,627,038",4,2,"5,410.83","Malabe, Colombo",Colombo,Malabe,Colombo,Malabe,,"Malabe, Colombo"
Brokered by The King of SL Property,House for sale,"105,857,333",5,5,"3,437.05","Rathmalana, Colombo",Colombo,Rathmalana,Colombo,Rathmalana,,"Rathmalana, Colombo"
Brokered by Asantha Real Estate,House for sale,"34,407,418",5,3,"2,913.48","Rathmalana, Colombo",Colombo,Rathmalana,Colombo,Rathmalana,,"Rathmalana, Colombo"
Brokered by Platinum Property & Construction,House for sale,"116,402,393",4,4,"3,345.58","Nawala, Colombo",Colombo,Nawala,Colombo,Nawala,,"Nawala, Colombo"
Brokered by Property Management Company,House for sale,"34,557,211",4,3,"1,001.65","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by Property Advertising,House for sale,"71,588,592",4,4,"2,327.66","Dehiwala, Colombo",Colombo,Dehiwala,Colombo,Dehiwala,,"Dehiwala, Colombo"
Brokered by Platinum Property & Construction,House for sale,"164,691,138",5,5,"3,669.45","Mount Lavinia, Colombo",Colombo,Mount Lavinia,Colombo,Mount Lavinia,,"Mount Lavinia, Colombo"
Brokered by KP Agasthi Property,House for sale,"37,977,881",5,3,"2,425.52","Moratuwa, Colombo",Colombo,Moratuwa,Colombo,Moratuwa,,"Moratuwa, Colombo"
Brokered by Sasiri Land Sale,House for sale,"40,950,772",2,3,"1,889.88","Moratuwa, Colombo",Colombo,Moratuwa,Colombo,Moratuwa,,"Moratuwa, Colombo"
Brokered by Prime Lands,House for sale,"34,559,827",3,3,"2,613.51","Makadana, Colombo",Colombo,Makadana,Colombo,Makadana,,"Makadana, Colombo"
Brokered by Property Solutions,House for sale,"33,469,711",5,3,"2,724.36","Awissawella, Colombo",Colombo,Awissawella,Colombo,Awissawella,,"Awissawella, Colombo"
Brokered by Citadel Trading ,House for sale,"63,845,597",5,3,"3,283.16","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by Sasiri Land Sale,House for sale,"35,507,651",2,2,917.49,"Colombo 9, Colombo",Colombo,Colombo 9,Colombo,Colombo 9,,"Colombo 9, Colombo"
Brokered by The King of SL Property,House for sale,"7,777,000",3,1,896,"Kesbewa, Colombo",Colombo,Kesbewa,Colombo,Kesbewa,,"Kesbewa, Colombo"
Brokered by S Threads Property,House for sale,"33,132,943",1,2,"1,261.80","Maharagama, Colombo",Colombo,Maharagama,Colombo,Maharagama,,"Maharagama, Colombo"
Brokered by Emil Realtors Pvt Ltd,Villa for sale,"40,542,083",4,3,"2,315.48","Colombo 8, Colombo",Colombo,Colombo 8,Colombo,Colombo 8,,"Colombo 8, Colombo"
Brokered by Sasiri Land Sale,House for sale,"27,423,795",2,1,"2,593.52","Boralesgamuwa, Colombo",Colombo,Boralesgamuwa,Colombo,Boralesgamuwa,,"Boralesgamuwa, Colombo"
Brokered by Sasiri Land Sale,House for sale,"9,890,850",2,1,"1,083.13","Polgasovita, Colombo",Colombo,Polgasovita,Colombo,Polgasovita,,"Polgasovita, Colombo"
Brokered by Priyankara Kavirathna,House for sale,"66,918,902",4,4,"3,392.33","Mount Lavinia, Colombo",Colombo,Mount Lavinia,Colombo,Mount Lavinia,,"Mount Lavinia, Colombo"
Brokered by Property Advertising,House for sale,"28,806,664",3,2,"2,637.32","Pannipitiya, Colombo",Colombo,Pannipitiya,Colombo,Pannipitiya,,"Pannipitiya, Colombo"
Brokered by Idea Property and Real Estate,House for sale,"136,889,628",8,6,"3,711.31","Rathmalana, Colombo",Colombo,Rathmalana,Colombo,Rathmalana,,"Rathmalana, Colombo"
Brokered by Dilruwan Real Estate,House for sale,"85,000,000",6,5,"3,680.00","Kottawa Road, Mount Lavinia",Colombo,"Kottawa Road, Mount Lavinia",Colombo,Mount Lavinia,Kottawa Road,"Kottawa Road, Mount Lavinia"
